date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:34:06	1166/1166	---M-Z	200	added ('OK')	application/javascript	etag:%2248e-59b2765fcfb42-gzip%22	https://themesbrand.com/agroxa/blue-2/assets/pages/dashboard.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/pages/dashboard.js	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:06	92651/92651	---M-Z	200	added ('OK')	application/javascript	etag:%22169eb-59b27662330bb-gzip%22	https://themesbrand.com/agroxa/plugins/raphael/raphael-min.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/raphael/raphael-min.js	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:06	1603/1603	---M-Z	200	added ('OK')	application/javascript	etag:%22643-59b2765fcdc02-gzip%22	https://themesbrand.com/agroxa/blue-2/assets/js/app.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/js/app.js	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:08	50372/50372	---M--	200	added ('OK')	text/html	etag:%22c4c4-59b2765f30853%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/fa-solid-900.woff2	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/fa-solid-900.html	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:08	63836/63836	---M--	200	added ('OK')	application/font-woff	etag:%22f95c-59b2765f30853%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/fa-solid-900.woff	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/fa-solid-900.woff	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:08	133140/133140	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220814-59b2765f2ba33%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/fa-solid-900.eot	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/fa-solid-900.eot	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:08	133140/133140	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220814-59b2765f2ba33%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/fa-solid-900.eot?	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/fa-solid-900d41d.eot	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:10	111620/111620	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221b404-59b2765f24cd2%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/fa-brands-400.eot	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/fa-brands-400.eot	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:10	132920/132920	---M--	200	added ('OK')	application/font-sfnt	etag:%2220738-59b2765f30853%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/fa-solid-900.ttf	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/fa-solid-900.ttf	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:10	61336/61336	---M--	200	added ('OK')	text/html	etag:%22ef98-59b2765f29af3%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/fa-brands-400.woff2	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/fa-brands-400.html	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:11	111620/111620	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221b404-59b2765f24cd2%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/fa-brands-400.eot?	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/fa-brands-400d41d.eot	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:12	111384/111384	---M--	200	added ('OK')	application/font-sfnt	etag:%221b318-59b2765f28b53%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/fa-brands-400.ttf	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/fa-brands-400.ttf	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:12	71560/71560	---M--	200	added ('OK')	application/font-woff	etag:%2211788-59b2765f29af3%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/fa-brands-400.woff	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/fa-brands-400.woff	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:13	31272/31272	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227a28-59b2765f29af3%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/fa-regular-400.eot	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/fa-regular-400.eot	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:13	12188/12188	---M--	200	added ('OK')	text/html	etag:%222f9c-59b2765f2aa93%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/fa-regular-400.woff2	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/fa-regular-400.html	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:14	14724/14724	---M--	200	added ('OK')	application/font-woff	etag:%223984-59b2765f2aa93%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/fa-regular-400.woff	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/fa-regular-400.woff	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:14	31044/31044	---M--	200	added ('OK')	application/font-sfnt	etag:%227944-59b2765f2aa93%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/fa-regular-400.ttf	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/fa-regular-400.ttf	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:14	31272/31272	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227a28-59b2765f29af3%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/fa-regular-400.eot?	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/fa-regular-400d41d.eot	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:15	104706/104706	---M--	200	added ('OK')	image/svg+xml	etag:%2219902-59b2765f2aa93%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/fa-regular-400.svg	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/fa-regular-400.svg	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:17	599834/599834	---M--	200	added ('OK')	image/svg+xml	etag:%229271a-59b2765f28b53%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/fa-brands-400.svg	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/fa-brands-400.svg	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:18	488395/488395	---M--	200	added ('OK')	image/svg+xml	etag:%22773cb-59b2765f2f8b3%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/fa-solid-900.svg	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/fa-solid-900.svg	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:18	338800/338800	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2252b70-59b2765f394f4%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/materialdesignicons-webfont.eot?v=2.3.54	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/materialdesignicons-webfontceca.eot	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:18	125384/125384	---M--	200	added ('OK')	text/html	etag:%221e9c8-59b2765f42195%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/materialdesignicons-webfont.woff2?v=2.3.54	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/materialdesignicons-webfontceca.html	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:18	338800/338800	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2252b70-59b2765f394f4%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/materialdesignicons-webfont.eot?	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/materialdesignicons-webfontd41d.eot	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:21	166928/166928	---M--	200	added ('OK')	application/font-woff	etag:%2228c10-59b2765f42195%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/materialdesignicons-webfont.woff?v=2.3.54	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/materialdesignicons-webfontceca.woff	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:21	101984/101984	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2218e60-59b2765f317f3%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/ionicons.eot?v=1.5.0	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/ioniconsaa26.eot	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:22	57276/57276	---M--	200	added ('OK')	application/font-woff	etag:%22dfbc-59b2765f33734%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/ionicons.woff?v=1.5.0	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/ioniconsaa26.woff	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:23	164548/164548	---M--	200	added ('OK')	application/font-sfnt	etag:%22282c4-59b2765f32794%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/ionicons.ttf?v=1.5.0	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/ioniconsaa26.ttf	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:23	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-59b2765f42195%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/themify.eot?-fvbane	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/themify9f24.eot	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:26	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-59b2765f42195%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/themify.eot?	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/themifyd41d.eot	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:26	338580/338580	---M--	200	added ('OK')	application/font-sfnt	etag:%2252a94-59b2765f411f5%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/materialdesignicons-webfont.ttf?v=2.3.54	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/materialdesignicons-webfontceca.ttf	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:28	56108/56108	---M--	200	added ('OK')	application/font-woff	etag:%22db2c-59b2765f440d5%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/themify.woff?-fvbane	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/themify9f24.woff	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:31	78584/78584	---M--	200	added ('OK')	application/font-sfnt	etag:%22132f8-59b2765f43135%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/themify.ttf?-fvbane	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/themify9f24.ttf	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:32	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229e4a-59b2765f23d32%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/dripicons-v2.eot	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/dripicons-v2.eot	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:32	286345/286345	---M--	200	added ('OK')	image/svg+xml	etag:%2245e89-59b2765f32794%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/ionicons.svg?v=1.5.0	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/ioniconsaa26.svg	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:34	26004/26004	---M--	200	added ('OK')	application/font-woff	etag:%226594-59b2765f23d32%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/dripicons-v2.woff	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/dripicons-v2.woff	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:35	40348/40348	---M--	200	added ('OK')	application/font-sfnt	etag:%229d9c-59b2765f23d32%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/dripicons-v2.ttf	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/dripicons-v2.ttf	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:35	234269/234269	---M--	200	added ('OK')	image/svg+xml	etag:%223931d-59b2765f43135%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/themify.svg?-fvbane	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/themify9f24.svg	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:36	99368/99368	---M--	200	added ('OK')	image/svg+xml	etag:%2218428-59b2765f23d32%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/dripicons-v2.svg	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/dripicons-v2.svg	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:36	100204/100204	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221876c-59b2765f440d5%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/typicons.eot	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/typicons.eot	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:36	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229e4a-59b2765f23d32%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/dripicons-v2.eot?	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/dripicons-v2d41d.eot	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:37	100204/100204	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221876c-59b2765f440d5%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/typicons.eot?	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/typiconsd41d.eot	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:37	59872/59872	---M--	200	added ('OK')	application/font-woff	etag:%22e9e0-59b2765f4ae36%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/typicons.woff	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/typicons.woff	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:38	99920/99920	---M--	200	added ('OK')	application/font-sfnt	etag:%2218650-59b2765f4ae36%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/typicons.ttf	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/typicons.ttf	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:39	186474/186474	---M--	200	added ('OK')	image/svg+xml	etag:%222d86a-59b2765f4ae36%22	https://themesbrand.com/agroxa/blue-2/assets/fonts/typicons.svg	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/fonts/typicons.svg	(from https://themesbrand.com/agroxa/blue-2/assets/css/icons.css)
10:34:39	36272/36272	---M--	200	added ('OK')	image/jpeg	etag:%228db0-59b2765fc9d82%22	https://themesbrand.com/agroxa/blue-2/assets/images/small/img-2.jpg	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/images/small/img-2.jpg	(from https://themesbrand.com/agroxa/blue-2/ui-cards.html)
10:34:39	73021/73021	---M--	200	added ('OK')	image/jpeg	etag:%2211d3d-59b2765fc9d82%22	https://themesbrand.com/agroxa/blue-2/assets/images/small/img-1.jpg	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/images/small/img-1.jpg	(from https://themesbrand.com/agroxa/blue-2/ui-cards.html)
10:34:39	56888/56888	---M--	200	added ('OK')	image/jpeg	etag:%22de38-59b2765fc9d82%22	https://themesbrand.com/agroxa/blue-2/assets/images/small/img-3.jpg	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/images/small/img-3.jpg	(from https://themesbrand.com/agroxa/blue-2/ui-cards.html)
10:34:40	60964/60964	---M--	200	added ('OK')	image/jpeg	etag:%22ee24-59b2765fc9d82%22	https://themesbrand.com/agroxa/blue-2/assets/images/small/img-4.jpg	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/images/small/img-4.jpg	(from https://themesbrand.com/agroxa/blue-2/ui-cards.html)
10:34:40	68360/68360	---M--	200	added ('OK')	image/jpeg	etag:%2210b08-59b2765fcbcc2%22	https://themesbrand.com/agroxa/blue-2/assets/images/small/img-7.jpg	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/images/small/img-7.jpg	(from https://themesbrand.com/agroxa/blue-2/ui-cards.html)
10:34:40	52218/52218	---M--	200	added ('OK')	image/jpeg	etag:%22cbfa-59b2765fcbcc2%22	https://themesbrand.com/agroxa/blue-2/assets/images/small/img-5.jpg	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/images/small/img-5.jpg	(from https://themesbrand.com/agroxa/blue-2/ui-cards.html)
10:34:41	6951/6951	---M-Z	200	added ('OK')	text/css	etag:%221b27-59b276623117a-gzip%22	https://themesbrand.com/agroxa/plugins/magnific-popup/magnific-popup.css	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/magnific-popup/magnific-popup.css	(from https://themesbrand.com/agroxa/blue-2/components-lightbox.html)
10:34:41	63836/63836	---M--	200	added ('OK')	image/jpeg	etag:%22f95c-59b2765fcbcc2%22	https://themesbrand.com/agroxa/blue-2/assets/images/small/img-6.jpg	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/images/small/img-6.jpg	(from https://themesbrand.com/agroxa/blue-2/ui-cards.html)
10:34:41	20216/20216	---M-Z	200	added ('OK')	application/javascript	etag:%224ef8-59b276623117a-gzip%22	https://themesbrand.com/agroxa/plugins/magnific-popup/jquery.magnific-popup.min.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/magnific-popup/jquery.magnific-popup.min.js	(from https://themesbrand.com/agroxa/blue-2/components-lightbox.html)
10:34:41	1606/1606	---M-Z	200	added ('OK')	application/javascript	etag:%22646-59b2765fd1a82-gzip%22	https://themesbrand.com/agroxa/blue-2/assets/pages/lightbox.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/pages/lightbox.js	(from https://themesbrand.com/agroxa/blue-2/components-lightbox.html)
10:34:42	3428/3428	---M-Z	200	added ('OK')	text/css	etag:%22d64-59b276622c35a-gzip%22	https://themesbrand.com/agroxa/plugins/ion-rangeslider/ion.rangeSlider.css	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/ion-rangeslider/ion.rangeSlider.css	(from https://themesbrand.com/agroxa/blue-2/components-rangeslider.html)
10:34:42	2297/2297	---M-Z	200	added ('OK')	text/css	etag:%228f9-59b276622c35a-gzip%22	https://themesbrand.com/agroxa/plugins/ion-rangeslider/ion.rangeSlider.skinModern.css	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/ion-rangeslider/ion.rangeSlider.skinModern.css	(from https://themesbrand.com/agroxa/blue-2/components-rangeslider.html)
10:34:42	38908/38908	---M-Z	200	added ('OK')	application/javascript	etag:%2297fc-59b276622c35a-gzip%22	https://themesbrand.com/agroxa/plugins/ion-rangeslider/ion.rangeSlider.min.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/ion-rangeslider/ion.rangeSlider.min.js	(from https://themesbrand.com/agroxa/blue-2/components-rangeslider.html)
10:34:42	1181/1181	---M-Z	200	added ('OK')	application/javascript	etag:%2249d-59b2765fd1a82-gzip%22	https://themesbrand.com/agroxa/blue-2/assets/pages/rangeslider-init.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/pages/rangeslider-init.js	(from https://themesbrand.com/agroxa/blue-2/components-rangeslider.html)
10:34:43	4086/4086	---M-Z	200	added ('OK')	application/javascript	etag:%22ff6-59b2766208137-gzip%22	https://themesbrand.com/agroxa/plugins/bootstrap-session-timeout/bootstrap-session-timeout.min.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/bootstrap-session-timeout/bootstrap-session-timeout.min.js	(from https://themesbrand.com/agroxa/blue-2/components-session-timeout.html)
10:34:43	14004/14004	---M-Z	200	added ('OK')	text/css	etag:%2236b4-59b276623fbdc-gzip%22	https://themesbrand.com/agroxa/plugins/sweet-alert2/sweetalert2.min.css	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/sweet-alert2/sweetalert2.min.css	(from https://themesbrand.com/agroxa/blue-2/components-sweet-alert.html)
10:34:43	21830/21830	---M-Z	200	added ('OK')	application/javascript	etag:%225546-59b2766240b7c-gzip%22	https://themesbrand.com/agroxa/plugins/sweet-alert2/sweetalert2.min.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/sweet-alert2/sweetalert2.min.js	(from https://themesbrand.com/agroxa/blue-2/components-sweet-alert.html)
10:34:44	3713/3713	---M-Z	200	added ('OK')	application/javascript	etag:%22e81-59b2765fd1a82-gzip%22	https://themesbrand.com/agroxa/blue-2/assets/pages/sweet-alert.init.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/pages/sweet-alert.init.js	(from https://themesbrand.com/agroxa/blue-2/components-sweet-alert.html)
10:34:44	13709/13709	---M-Z	200	added ('OK')	text/css	etag:%22358d-59b276621f839-gzip%22	https://themesbrand.com/agroxa/plugins/fullcalendar/css/fullcalendar.min.css	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/fullcalendar/css/fullcalendar.min.css	(from https://themesbrand.com/agroxa/blue-2/calendar.html)
10:34:45	139009/139009	---M-Z	200	added ('OK')	application/javascript	etag:%2221f01-59b276623211a-gzip%22	https://themesbrand.com/agroxa/plugins/moment/moment.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/moment/moment.js	(from https://themesbrand.com/agroxa/blue-2/calendar.html)
10:34:45	240427/240427	---MCZ	200	added ('OK')	application/javascript	etag:%223ab2b-59b276622e29a-gzip%22	https://themesbrand.com/agroxa/plugins/jquery-ui/jquery-ui.min.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/jquery-ui/jquery-ui.min.js	(from https://themesbrand.com/agroxa/blue-2/calendar.html)
10:34:45	118884/118884	---M-Z	200	added ('OK')	application/javascript	etag:%221d064-59b27662207d9-gzip%22	https://themesbrand.com/agroxa/plugins/fullcalendar/js/fullcalendar.min.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/fullcalendar/js/fullcalendar.min.js	(from https://themesbrand.com/agroxa/blue-2/calendar.html)
10:34:45	1722/1722	---M-Z	200	added ('OK')	application/javascript	etag:%226ba-59b2765fcfb42-gzip%22	https://themesbrand.com/agroxa/blue-2/assets/pages/calendar-init.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/pages/calendar-init.js	(from https://themesbrand.com/agroxa/blue-2/calendar.html)
10:34:45	5222/5222	---M-Z	200	added ('OK')	text/css	etag:%221466-59b276620cf57-gzip%22	https://themesbrand.com/agroxa/plugins/datatables/dataTables.bootstrap4.min.css	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/datatables/dataTables.bootstrap4.min.css	(from https://themesbrand.com/agroxa/blue-2/tables-datatable.html)
10:34:46	4076/4076	---M-Z	200	added ('OK')	text/css	etag:%22fec-59b276620cf57-gzip%22	https://themesbrand.com/agroxa/plugins/datatables/buttons.bootstrap4.min.css	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/datatables/buttons.bootstrap4.min.css	(from https://themesbrand.com/agroxa/blue-2/tables-datatable.html)
10:34:46	3922/3922	---M-Z	200	added ('OK')	text/css	etag:%22f52-59b2766214c58-gzip%22	https://themesbrand.com/agroxa/plugins/datatables/responsive.bootstrap4.min.css	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/datatables/responsive.bootstrap4.min.css	(from https://themesbrand.com/agroxa/blue-2/tables-datatable.html)
10:34:46	82411/82411	---M-Z	200	added ('OK')	application/javascript	etag:%22141eb-59b276620def7-gzip%22	https://themesbrand.com/agroxa/plugins/datatables/jquery.dataTables.min.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/datatables/jquery.dataTables.min.js	(from https://themesbrand.com/agroxa/blue-2/tables-datatable.html)
10:34:46	2085/2085	---M-Z	200	added ('OK')	application/javascript	etag:%22825-59b276620cf57-gzip%22	https://themesbrand.com/agroxa/plugins/datatables/dataTables.bootstrap4.min.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/datatables/dataTables.bootstrap4.min.js	(from https://themesbrand.com/agroxa/blue-2/tables-datatable.html)
10:34:47	18260/18260	---M-Z	200	added ('OK')	application/javascript	etag:%224754-59b276620cf57-gzip%22	https://themesbrand.com/agroxa/plugins/datatables/dataTables.buttons.min.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/datatables/dataTables.buttons.min.js	(from https://themesbrand.com/agroxa/blue-2/tables-datatable.html)
10:34:47	899/899	---M-Z	200	added ('OK')	application/javascript	etag:%22383-59b276620cf57-gzip%22	https://themesbrand.com/agroxa/plugins/datatables/buttons.bootstrap4.min.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/datatables/buttons.bootstrap4.min.js	(from https://themesbrand.com/agroxa/blue-2/tables-datatable.html)
